规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,严重程度,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
12.2.1.1,检查文档中关于参数的含义/功能等信息描述是否完整，例如有些方法/函数需要开发者了解具体采用的数据格式，则应给出数据格式说明。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,registerNodeEventReceiver,ArkUI_NativeNodeAPI_1,401,未确认,P2,参数eventReceiver是回调函数参数，说明列仅说明其为事件回调统一入口函数，未说明回调参数event的含义和生命周期。规则要求重点检查参数表格的“描述/说明”列，回调函数参数应说明签名和参数；虽然函数原型和上文描述提供了部分信息，但该参数行本身说明不完整。,,| void (*eventReceiver)([ArkUI_NodeEvent](capi-arkui-nativemodule-arkui-nodeevent.md)\* event) | 事件回调统一入口函数，用于接收ArkUI框架统一收集的组件事件；回调参数event为组件事件对象指针，数据会在回调结束后销毁。   |,| void (*eventReceiver)([ArkUI_NodeEvent](capi-arkui-nativemodule-arkui-nodeevent.md)\* event) | 事件回调统一入口函数。   |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_description_completeness_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证参数的含义/功能、使用场景、使用后效果提供完整,否,文档第393行已说明ArkUI_NodeEvent对象生命周期，第387行函数原型已给出event参数类型；interface/native_node.h第13119-13120行采用同样的函数级说明，信息已完整。,无需为本条修改文档第401行；不在参数表重复第393行已有的生命周期说明。
12.1.1.1,检查文档中关于方法/函数的含义/功能等信息描述是否完整，功能描述中若存在名词或概念不易理解或存在多义性，检查文档是否提供相关知识。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,insertChildAt,ArkUI_NativeNodeAPI_1,247,未确认,P2,该参数说明中的“插入位置不存在”表述不明确。position 是数值型插入位置参数，文档未说明“不存在”具体指超出当前子节点索引范围、边界值无效还是其他情况，开发者难以准确判断 insertChildAt 在无效位置下的行为。该信息直接影响方法的插入位置理解，属于关键使用信息描述不清。,,"| int32_t position | 插入位置，取值范围为[-2147483648, 2147483647]；如果插入位置为负数或超出有效子节点索引范围，则默认插入到最后。 |","| int32_t position | 插入位置，取值范围为[-2147483648, 2147483647]，如果插入位置为负数或者不存在，则默认插入位置在最后面。 |",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_1_1.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的含义/功能、使用场景、使用效果提供完整,是,修改前文档第247行“插入位置不存在”指代不清；interface/native_node.h第13019-13020行说明负数或无效位置会插入末尾，Native模板第120行要求说明参数边界及非法值后果。,"已修改文档第247行，明确position是从0开始的插入位置、有效范围为[0, 当前子节点个数]，超出范围时插入父节点末尾。"
12.1.1.2,检查文档中清楚地说明了使用场景。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,setLengthMetricUnit,ArkUI_NativeNodeAPI_1,987,未确认,P2,该接口用于设置组件长度度量单位，属于底层属性控制类接口。原文仅说明接口功能，参数说明也只描述单位类型和默认值，未说明开发者在什么场景下需要指定组件单位。,,指定组件的单位，适用于需要统一组件长度属性度量单位的场景。,指定组件的单位。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的含义/功能、使用场景、使用效果提供完整,是,修改前文档第987行只有“指定组件的单位”，未说明使用场景；interface/native_type.h第469-476行列出默认、px、vp、fp四种单位，Native模板第117行要求函数说明包含使用场景。,已扩写文档第987行，说明该接口影响Native Node API设置的长度类属性，并补充统一使用px、vp或fp的场景。
12.1.1.2,检查文档中清楚地说明了使用场景。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,markDirty,ArkUI_NativeNodeAPI_1,425,未确认,P2,该接口属于底层控制类接口。原文说明了接口会强制触发测量、布局或绘制，并说明系统属性设置更新时无需主动调用，但缺少开发者需要主动调用该接口的正向使用场景，未清楚说明在哪类应用功能或场景中使用。,,强制标记当前节点，使其重新执行测量、布局或者绘制的区域，适用于自定义组件内容或状态变化后需要主动触发重新测量、布局或绘制的场景。系统属性设置更新场景下，ArkUI框架会自动标记节点并重新执行测量，布局或者绘制，不需要开发者主动调用该函数。,强制标记当前节点，使其重新执行测量、布局或者绘制的区域。系统属性设置更新场景下，ArkUI框架会自动标记节点并重新执行测量，布局或者绘制，不需要开发者主动调用该函数。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的含义/功能、使用场景、使用效果提供完整,是,修改前文档第425行只说明系统属性更新时无需调用，未说明何时需要主动调用；interface/native_node.h第13136-13141行定义其为强制触发测量、布局或绘制的接口，LayoutSample代码第47、54行在自定义数据变化后调用markDirty。,已修改文档第50行和第425行，补充开发者修改框架无法自动感知的自定义测量、布局或绘制数据时主动调用的场景。
12.1.2.2,若方法/函数存在缺省配置，检查文档中已清楚地描述了使用缺省值的场景或取值逻辑。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,setLengthMetricUnit,ArkUI_NativeNodeAPI_1,996,未确认,P2,该参数说明提到了缺省值“ARKUI_LENGTH_METRIC_UNIT_DEFAULT”，但仅给出默认取值，未明确说明该默认值在何种场景下生效或其取值逻辑。根据规则，方法/函数存在缺省配置时，应清楚描述使用缺省值的场景或取值逻辑。,,| [ArkUI_LengthMetricUnit](capi-native-type-h.md#arkui_lengthmetricunit) unit | 单位类型[ArkUI_LengthMetricUnit](capi-native-type-h.md#arkui_lengthmetricunit)。未调用setLengthMetricUnit指定单位时，默认为 ARKUI_LENGTH_METRIC_UNIT_DEFAULT。 |,| [ArkUI_LengthMetricUnit](capi-native-type-h.md#arkui_lengthmetricunit) unit | 单位类型[ArkUI_LengthMetricUnit](capi-native-type-h.md#arkui_lengthmetricunit)，默认为 ARKUI_LENGTH_METRIC_UNIT_DEFAULT。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,是,修改前文档第996行只给出默认枚举名，未说明默认逻辑；interface/native_type.h第469-470行明确默认时字体类单位为fp、非字体类单位为vp。,已修改文档第996行，补充ARKUI_LENGTH_METRIC_UNIT_DEFAULT下字体类使用fp、非字体类使用vp的取值逻辑。
12.2.2.2,若参数有单位，检查文档中是否说明单位。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,layoutNode,ArkUI_NativeNodeAPI_1,815,未确认,P2,参数 positionY 为 int32_t 数值类型，语义为目标组件相对父组件期望位置的 y 轴坐标，属于位置/偏移类长度物理量；layoutNode() 的参数说明和方法描述均未标注单位，违反有单位参数需说明单位的要求。结合本文 getLayoutPosition() 对布局偏移明确说明“单位为px”，该处建议补充 px 单位。,,|  int32_t positionY | y轴坐标。单位：px。 |,|  int32_t positionY | y轴坐标。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,修改前文档第815行未写positionY单位；interface/native_type.h第430-431行规定纵向坐标单位为px，文档第754行也明确布局偏移单位为px。,已在文档第815行补充positionY单位为px，并说明其为相对父组件的y轴期望坐标。
12.2.2.2,若参数有单位，检查文档中是否说明单位。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,layoutNode,ArkUI_NativeNodeAPI_1,814,未确认,P2,参数 positionX 为 int32_t 数值类型，语义为目标组件相对父组件期望位置的 x 轴坐标，属于位置/偏移类长度物理量；layoutNode() 的参数说明和方法描述均未标注单位，违反有单位参数需说明单位的要求。结合本文 getLayoutPosition() 对布局偏移明确说明“单位为px”，该处建议补充 px 单位。,,|  int32_t positionX | x轴坐标。单位：px。 |,|  int32_t positionX | x轴坐标。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,修改前文档第814行未写positionX单位；interface/native_type.h第428-429行规定横向坐标单位为px，文档第754行也明确布局偏移单位为px。,已在文档第814行补充positionX单位为px，并说明其为相对父组件的x轴期望坐标。
12.2.2.2,若参数有单位，检查文档中是否说明单位。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,setLayoutPosition,ArkUI_NativeNodeAPI_1,713,未确认,P2,参数 positionY 为 int32_t 数值类型，语义为布局位置的 y 轴坐标，属于位置/偏移类长度物理量；setLayoutPosition() 的参数说明和方法描述均未标注单位，违反有单位参数需说明单位的要求。结合本文 getLayoutPosition() 对布局偏移明确说明“单位为px”，该处建议补充 px 单位。,,|  int32_t positionY | y轴坐标。单位：px。 |,|  int32_t positionY | y轴坐标。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,修改前文档第713行未写positionY单位；interface/sdk-js/api/arkui/FrameNode.d.ts第1109-1111行规定布局后位置默认单位为PX。,已在文档第713行补充positionY单位为px，并说明其为相对父组件的y轴布局坐标。
12.2.2.2,若参数有单位，检查文档中是否说明单位。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,setLayoutPosition,ArkUI_NativeNodeAPI_1,712,未确认,P2,参数 positionX 为 int32_t 数值类型，语义为布局位置的 x 轴坐标，属于位置/偏移类长度物理量；setLayoutPosition() 的参数说明和方法描述均未标注单位，违反有单位参数需说明单位的要求。结合本文 getLayoutPosition() 对布局偏移明确说明“单位为px”，该处建议补充 px 单位。,,|  int32_t positionX | x轴坐标。单位：px。 |,|  int32_t positionX | x轴坐标。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,修改前文档第712行未写positionX单位；interface/sdk-js/api/arkui/FrameNode.d.ts第1109-1111行规定布局后位置默认单位为PX。,已在文档第712行补充positionX单位为px，并说明其为相对父组件的x轴布局坐标。
12.2.2.2,若参数有单位，检查文档中是否说明单位。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,setMeasuredSize,ArkUI_NativeNodeAPI_1,686,未确认,P2,参数 height 为 int32_t 数值类型，语义为组件测算完成后的高度，属于长度/尺寸类物理量；该参数所在参数说明及 setMeasuredSize() 的方法描述均未说明单位，违反有单位参数需说明单位的要求。结合本文 getLayoutPosition() 对布局偏移明确说明“单位为px”，该处建议补充 px 单位。,,|  int32_t height | 设置的高。单位：px。 |,|  int32_t height | 设置的高。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,修改前文档第686行未写height单位；interface/native_type.h第418-419行规定ArkUI_IntSize.height单位为px，interface/sdk-js/api/arkui/FrameNode.d.ts第1095-1099行也规定测量尺寸单位为PX。,已在文档第686行补充height单位为px，并说明小于0时按0处理。
12.2.2.2,若参数有单位，检查文档中是否说明单位。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,setMeasuredSize,ArkUI_NativeNodeAPI_1,685,未确认,P2,参数 width 为 int32_t 数值类型，语义为组件测算完成后的宽度，属于长度/尺寸类物理量；该参数所在参数说明及 setMeasuredSize() 的方法描述均未说明单位，违反有单位参数需说明单位的要求。结合本文 getLayoutPosition() 对布局偏移明确说明“单位为px”，该处建议补充 px 单位。,,|  int32_t width | 设置的宽。单位：px。 |,|  int32_t width | 设置的宽。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,修改前文档第685行未写width单位；interface/native_type.h第416-417行规定ArkUI_IntSize.width单位为px，interface/sdk-js/api/arkui/FrameNode.d.ts第1095-1099行也规定测量尺寸单位为PX。,已在文档第685行补充width单位为px，并说明小于0时按0处理。
12.2.2.1,若参数取值有限制，检查文档中是否描述参数的取值范围，以及不在取值范围内的传参会有什么表现。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,getChildAt,ArkUI_NativeNodeAPI_1,479,未确认,P1,参数position用于按位置获取子组件，属于索引参数，存在由子节点数量决定的有效取值范围。当前参数说明仅描述用途，未说明有效索引范围、边界值是否包含、是否支持负索引；虽然返回值说明中有“如果没有返回NULL”，但未在position参数处明确越界传参的表现，参数取值范围说明不完整。,,"|  int32_t position | 子组件的位置，取值范围为[0, getTotalChildCount(node) - 1]，包含0和最大索引；不支持负数索引。传入越界值时返回NULL。 |",|  int32_t position | 子组件的位置。 |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_value_range_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,修改前文档第479行未说明position有效范围和越界结果；interface/native_node.h第13159-13160行说明对应子节点不存在时返回NULL，ndk-build-custom-components.md第112-113行以0到子节点个数减1遍历。,"已修改文档第479行，明确position从0开始、范围为[0, 子节点个数-1]，超出范围返回NULL；第485行同步明确空返回场景。"
12.3.1.2,检查文档中是否说明返回值的用途。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,getParent,ArkUI_NativeNodeAPI_1,1027,未确认,P2,该返回值为ArkUI_NodeHandle对象指针类型，但说明仅写“返回组件的指针”以及空值场景，未说明该指针对应的是父节点；返回值用途主要依赖getParent方法名和描述推断，返回值说明本身信息量不足。,,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回父节点对应组件的指针，如果没有返回NULL。 |,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回组件的指针，如果没有返回NULL。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_3_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证返回值及其含义应说明完整,是,修改前文档第1027行只写“组件的指针”，未说明是父节点；interface/native_node.h第13423-13429行明确getParent返回父节点指针。,已将文档第1027行改为“父节点指针；如果不存在父节点，则返回NULL”。
12.3.1.2,检查文档中是否说明返回值的用途。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,getUserData,ArkUI_NativeNodeAPI_1,976,未确认,P2,该返回值为void指针类型，但说明仅写“自定义数据”，未说明返回数据来源于组件上保存的自定义数据，返回值用途过于笼统，信息量不足。,,| void* | 在组件上保存的自定义数据。 |,| void* | 自定义数据。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_3_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证返回值及其含义应说明完整,是,修改前文档第976行只写“自定义数据”，未说明数据来源；interface/native_node.h第13401-13407行明确返回保存在指定组件上的自定义数据。,已修改文档第976行，明确返回此前通过setUserData保存在该组件上的自定义数据指针。
12.3.1.2,检查文档中是否说明返回值的用途。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,getNextSibling,ArkUI_NativeNodeAPI_1,585,未确认,P2,该返回值为ArkUI_NodeHandle对象指针类型，但说明仅写“返回组件的指针”以及空值场景，未说明该指针对应的是下一个兄弟节点；返回值用途主要依赖getNextSibling方法名和描述推断，返回值说明本身信息量不足。,,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回下一个兄弟节点对应组件的指针，如果没有返回NULL。 |,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回组件的指针，如果没有返回NULL。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_3_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证返回值及其含义应说明完整,是,修改前文档第585行只写“组件的指针”，未说明是下一个兄弟节点；interface/native_node.h第13193-13199行明确getNextSibling的返回对象。,已将文档第585行改为“下一个兄弟节点指针；如果不存在下一个兄弟节点，则返回NULL”。
12.3.1.2,检查文档中是否说明返回值的用途。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,getPreviousSibling,ArkUI_NativeNodeAPI_1,560,未确认,P2,该返回值为ArkUI_NodeHandle对象指针类型，但说明仅写“返回组件的指针”以及空值场景，未说明该指针对应的是上一个兄弟节点；返回值用途主要依赖getPreviousSibling方法名和描述推断，返回值说明本身信息量不足。,,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回上一个兄弟节点对应组件的指针，如果没有返回NULL。 |,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回组件的指针，如果没有返回NULL。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_3_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证返回值及其含义应说明完整,是,修改前文档第560行只写“组件的指针”，未说明是上一个兄弟节点；interface/native_node.h第13184-13190行明确getPreviousSibling的返回对象。,已将文档第560行改为“上一个兄弟节点指针；如果不存在上一个兄弟节点，则返回NULL”。
12.3.1.2,检查文档中是否说明返回值的用途。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,getLastChild,ArkUI_NativeNodeAPI_1,535,未确认,P2,该返回值为ArkUI_NodeHandle对象指针类型，但说明仅写“返回组件的指针”以及空值场景，未说明该指针对应的是最后一个子节点；返回值用途主要依赖getLastChild方法名和描述推断，返回值说明本身信息量不足。,,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回最后一个子节点对应组件的指针，如果没有返回NULL。 |,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回组件的指针，如果没有返回NULL。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_3_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证返回值及其含义应说明完整,是,修改前文档第535行只写“组件的指针”，未说明是最后一个子节点；interface/native_node.h第13175-13181行明确getLastChild的返回对象。,已将文档第535行改为“最后一个子节点指针；如果没有子节点，则返回NULL”。
12.3.1.2,检查文档中是否说明返回值的用途。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,getFirstChild,ArkUI_NativeNodeAPI_1,510,未确认,P2,该返回值为ArkUI_NodeHandle对象指针类型，但说明仅写“返回组件的指针”以及空值场景，未说明该指针对应的是第一个子节点；返回值用途主要依赖getFirstChild方法名和描述推断，返回值说明本身信息量不足。,,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回第一个子节点对应组件的指针，如果没有返回NULL。 |,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回组件的指针，如果没有返回NULL。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_3_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证返回值及其含义应说明完整,是,修改前文档第510行只写“组件的指针”，未说明是第一个子节点；interface/native_node.h第13166-13172行明确getFirstChild的返回对象。,已将文档第510行改为“第一个子节点指针；如果没有子节点，则返回NULL”。
12.3.1.2,检查文档中是否说明返回值的用途。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,getChildAt,ArkUI_NativeNodeAPI_1,485,未确认,P2,该返回值为ArkUI_NodeHandle对象指针类型，但说明仅写“返回组件的指针”以及空值场景，未说明该指针对应的是指定位置的子节点；返回值用途需要结合getChildAt方法名和position参数才能明确，返回值说明本身信息量不足。,,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回指定位置子节点对应组件的指针，如果没有返回NULL。 |,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回组件的指针，如果没有返回NULL。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_3_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证返回值及其含义应说明完整,是,修改前文档第485行只写“组件的指针”，未说明是指定位置的子节点；interface/native_node.h第13155-13163行明确getChildAt按position返回子节点。,已将文档第485行改为“指定索引位置的子节点指针；如果该位置不存在子节点，则返回NULL”。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,getParent,ArkUI_NativeNodeAPI_1,1027,未确认,P2,“如果没有”缺少明确宾语，未说明是没有父节点，存在指代不明问题，不符合清晰性要求。,,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回组件的指针，如果没有父节点，返回NULL。 |,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回组件的指针，如果没有返回NULL。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,修改前文档第1027行“如果没有”缺少“父节点”宾语；interface/native_node.h第13423-13429行表明空值场景对应不存在父节点。,已修改文档第1027行，明确“不存在父节点”时返回NULL。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,getNextSibling,ArkUI_NativeNodeAPI_1,585,未确认,P2,“如果没有”缺少明确宾语，未说明是没有下一个兄弟节点，存在指代不明问题，不符合清晰性要求。,,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回组件的指针，如果没有下一个兄弟节点，返回NULL。 |,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回组件的指针，如果没有返回NULL。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,修改前文档第585行“如果没有”缺少“下一个兄弟节点”宾语；interface/native_node.h第13193-13199行表明该接口查询下一个兄弟节点。,已修改文档第585行，明确“不存在下一个兄弟节点”时返回NULL。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,getPreviousSibling,ArkUI_NativeNodeAPI_1,560,未确认,P2,“如果没有”缺少明确宾语，未说明是没有上一个兄弟节点，存在指代不明问题，不符合清晰性要求。,,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回组件的指针，如果没有上一个兄弟节点，返回NULL。 |,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回组件的指针，如果没有返回NULL。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,修改前文档第560行“如果没有”缺少“上一个兄弟节点”宾语；interface/native_node.h第13184-13190行表明该接口查询上一个兄弟节点。,已修改文档第560行，明确“不存在上一个兄弟节点”时返回NULL。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,getLastChild,ArkUI_NativeNodeAPI_1,535,未确认,P2,“如果没有”缺少明确宾语，未说明是没有最后一个子节点，存在指代不明问题，不符合清晰性要求。,,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回组件的指针，如果没有最后一个子节点，返回NULL。 |,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回组件的指针，如果没有返回NULL。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,修改前文档第535行“如果没有”缺少“子节点”宾语；interface/native_node.h第13175-13181行表明该接口查询最后一个子节点。,已修改文档第535行，明确没有子节点时返回NULL。
