仓库,文件,行号,规则,内容,traceId,uuid,责任PL,是否问题,确认结果,原因解释,修改方案
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,552,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：buffer参数描述为""缓冲区，页面Id写入该内存区域""，其中""Id""大小写与同文件其他类似描述不一致：第216行使用""NavigationID""、第331行使用""NavDestinationID""，均为全大写""ID""。此处""Id""应统一为""ID""。
建议修改为：
```suggestion
| char* buffer | 缓冲区，页面ID写入该内存区域。 |
```",f7c109c7311443aa8af7631fea8519b2,27821a49-db9c-4d96-a25d-656b374c9100,刘凯,,是,问题存在。docs 修改前 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:552 写作“页面Id”，但同一接口描述 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:542 使用“ID”；同文件相近 API 在 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:216、:331 分别使用 NavigationID、NavDestinationID。interface 中 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node_napi.h:340 明确为 “page ID”。ace_engine 实现 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/native_node_napi.cpp:593-609 调用 getRouterPageId，/home/y/openharmony/foundation/arkui/ace_engine/frameworks/core/interfaces/native/node/node_api.cpp:2048-2051 读取 routerInfo->pageId 并写入 buffer，说明该参数承载页面 ID。,已修改 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:552，将“缓冲区，页面Id写入该内存区域。”改为“缓冲区，页面ID写入该内存区域。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,75,Terminology Consistency,"❌**疑似检测出术语一致性问题**

错误原因：`napi_env env`参数描述为""napi的环境指针""，但同文件第580行和第606行对相同参数类型`napi_env env`的描述为""Node-API的环境指针""。同一文档中相同参数类型的描述术语不一致，""Node-API""为该API的官方名称，建议统一。
建议修改为：
```suggestion
| napi_env env | Node-API的环境指针。 |
```",f7c109c7311443aa8af7631fea8519b2,7be8849e-7426-408e-bc3b-51a117083c3b,刘凯,,是,问题存在。docs 修改前 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:75 写作“napi的环境指针”，同文件 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:580、:606 对同类型 napi_env env 使用“Node-API的环境指针”。docs 的 Node-API 介绍 /home/y/openharmony/docs/zh-cn/application-dev/napi/napi-introduction.md:11-13 说明 OpenHarmony Node-API 基于 Node-API 规范且后续使用 Node-API 指代该能力。interface 中 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node_napi.h:52 将 env 定义为 NAPI environment pointer；ace_engine 实现 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/native_node_napi.cpp:52-55 的参数为 napi_env env 并调用 napi_open_handle_scope，确认该参数为 Node-API/NAPI 环境指针。,已修改 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:75，将“napi的环境指针。”改为“Node-API的环境指针。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,656,Terminology Consistency,"❌**疑似检测出术语一致性问题**

错误原因：`OH_ArkUI_PostIdleCallback`的`uiContext`参数描述为""UIContext对象，用以绑定实例""，但同文件`OH_ArkUI_PostFrameCallback`的相同参数（第626行）描述为""UIContext对象指针，用以绑定实例""。`ArkUI_ContextHandle`为句柄指针类型，缺少""指针""与同文件其他同类参数描述不一致。
建议修改为：
```suggestion
| [ArkUI_ContextHandle](capi-arkui-nativemodule-arkui-context8h.md) uiContext | UIContext对象指针，用以绑定实例。 |
```",f7c109c7311443aa8af7631fea8519b2,e9ae6406-45b4-46ec-b632-b0ccc22a465e,刘凯,,是,问题存在。docs 修改前 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:656 写作“UIContext对象，用以绑定实例”，同文件 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:626 对相同 ArkUI_ContextHandle uiContext 写作“UIContext对象指针”。interface 类型定义 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:179-186 表明 ArkUI_ContextHandle 是 struct ArkUI_Context*。ace_engine 实现 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/native_node_napi.cpp:638-651 接收 ArkUI_ContextHandle uiContext，并 reinterpret_cast 为 ArkUI_Context* 后使用，说明该参数是 UIContext 对象指针。,已修改 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:656，将“UIContext对象，用以绑定实例。”改为“UIContext对象指针，用以绑定实例。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,43,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：`ArkUI_NodeBorderRadius` 中 `Radius` 对应中文应为""半径""，而非""弧度""。""弧度""是""radian""（角度单位）的翻译，与 `Radius` 含义不一致。同文件中其他 `BorderRadius` 相关描述（如第109、110、163行）均使用""半径""，此处不一致。
建议修改为：
```suggestion
| [ArkUI_NodeBorderRadius](./capi-arkui-nativemodule-arkui-nodeborderradiusoption.md)               | ArkUI_NodeBorderRadiusOption                                | 边框半径配置项。       |
```",f7c109c7311443aa8af7631fea8519b2,e4f2d2b1-1139-477d-9cd5-95bcd83b935f,刘凯,,是,问题存在。docs 修改前 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md:43 将 ArkUI_NodeBorderRadius 描述为“边框弧度配置项”，但同文件 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md:109-110 使用“边框角半径”，:163-165 使用“节点边框半径”。interface 中 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_render.h:137-141 将该类型定义为 Node border radius option，:1164、:1177-1180 和 :1823-1827 均使用 border/corner radius。ace_engine 实现 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/render_node.cpp:937-950 通过 topLeftRadius/topRightRadius/bottomLeftRadius/bottomRightRadius 设置 border radius，:1812-1833 使用 cornerRadius 写入各角半径字段。Radius 应译为“半径”，不是“弧度”。,已修改 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md:43，将“边框弧度配置项。”改为“边框半径配置项。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,609,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：`GetBackgroundColor` 参数描述为""RGBA 颜色值""，但同一接口的 `SetBackgroundColor`（第587行）参数描述为""ARGB 颜色值""，且字节布局说明（位24-31为Alpha通道）证实格式为 ARGB，此处""RGBA""与上下文不一致。
建议修改为：
```suggestion
| uint32_t* color | 用于存储获取到的 ARGB 颜色值的整数指针。<br/>默认值：0x00000000。<br>**颜色字节布局说明：**<br>- 位24-31：Alpha通道（0x00完全透明，0xFF完全不透明）。<br>- 位16-23：红色通道。<br>- 位8-15：绿色通道。<br>- 位0-7：蓝色通道。 |
```",f7c109c7311443aa8af7631fea8519b2,c1df6fb1-eb07-43fd-8e04-78aea42419a8,刘凯,,否,当前 docs 目标行已为 ARGB，不存在 CSV 描述的 RGBA 问题：/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md:587 将 SetBackgroundColor 参数说明为 ARGB 且列出 Alpha/Red/Green/Blue 位布局，/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md:609 将 GetBackgroundColor 参数说明为 ARGB 且位布局一致。interface 中 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_render.h:559 仍写 RGBA，但其 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_render.h:560-564 的位布局为 bits24-31 Alpha、16-23 Red、8-15 Green、0-7 Blue，且 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_render.h:539-544 的 Set 接口明确为 Packed ARGB；ace_engine 实现 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/render_node.cpp:405-428 仅按同一个 uint32_t 透传 set/get。,无需修改 docs；目标文档已采用建议中的 ARGB 表述。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,1116,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：`GetShadowColor` 参数描述为""RGBA颜色值""，但同一接口的 `SetShadowColor`（第1094行）参数描述为""ARGB 颜色值""，且字节布局说明（位24-31为Alpha通道）证实格式为 ARGB，此处""RGBA""与上下文不一致。
建议修改为：
```suggestion
| uint32_t* color | 用于存储获取到的ARGB颜色值的整数指针。<br/>默认值：0xFF000000。<br>**颜色字节布局说明：**<br>- 位24-31：Alpha通道（0x00完全透明，0xFF完全不透明）。<br>- 位16-23：红色通道。<br>- 位8-15：绿色通道。<br>- 位0-7：蓝色通道。 |
```",f7c109c7311443aa8af7631fea8519b2,76eed618-9292-41c9-858a-b9c9ad1353f8,刘凯,,否,当前 docs 目标行已为 ARGB，不存在 CSV 描述的 RGBA 问题：/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md:1094 将 SetShadowColor 参数说明为 ARGB 且列出 Alpha/Red/Green/Blue 位布局，/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md:1116 将 GetShadowColor 参数说明为 ARGB 且位布局一致。interface 中 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_render.h:929 仍写 RGBA，但其 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_render.h:930-934 的位布局为 bits24-31 Alpha、16-23 Red、8-15 Green、0-7 Blue，且 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_render.h:909-914 的 Set 接口明确为 Packed ARGB；ace_engine 实现 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/render_node.cpp:670-693 按同一个 uint32_t 透传 set/get，单测 /home/y/openharmony/foundation/arkui/ace_engine/test/unittest/interfaces/native_render_node_property_test.cpp:288-291 验证 set/get 值一致。,无需修改 docs；目标文档已采用建议中的 ARGB 表述。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md,13,Terminology Consistency,"❌**疑似检测出术语一致性问题**

错误原因：标题（第1行）使用""监听""，而本行及正文多处（第21、25、29行）使用""监视""指代同一概念，英文均为""monitoring""。同一文档中对同一概念应使用一致的中文术语。
建议修改为：
```suggestion 
## 161001 监听渲染状态的节点数超过限制
```",f7c109c7311443aa8af7631fea8519b2,5d6c2510-e8eb-4788-b8ae-d2bc54e7255a,刘凯,,是,问题存在。修改前 docs /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md:13 使用“监视渲染状态”，与同文档 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md:1 的“注册节点渲染状态监听错误码”术语不一致。interface 中 /home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.static.d.ets:1412、:1424 使用 registering a listener 描述注册渲染状态监听，/home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.static.d.ets:2200 是 onNodeRenderState 接口，/home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.static.d.ets:2203 使用“删除节点渲染状态监听回调”。ace_engine 中 /home/y/openharmony/foundation/arkui/ace_engine/frameworks/base/error/error_code.h:182 定义 161001 错误码，/home/y/openharmony/foundation/arkui/ace_engine/interfaces/napi/kits/observer/js_ui_observer.cpp:1511-1515 在节点渲染状态回调注册超限时抛出该错误码。,已修改 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md:13，将“监视渲染状态”改为“监听渲染状态”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md,21,Terminology Consistency,"❌**疑似检测出术语一致性问题**

错误原因：此处使用""监视""与标题中的""监听""不一致，英文均为""monitoring""。同一文档中对同一概念应使用一致的中文术语。
建议修改为：
```suggestion 
当注册的监听渲染状态的节点数超过限制时，系统会产生此错误码。
```",f7c109c7311443aa8af7631fea8519b2,87d0e75f-7d14-43c2-8c89-39abd452d8ad,刘凯,,是,问题存在。修改前 docs /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md:21 使用“监视渲染状态”，与同文档 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md:1 的“注册节点渲染状态监听错误码”术语不一致。interface 中 /home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.static.d.ets:1412、:1424 使用 registering a listener 描述注册渲染状态监听，/home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.static.d.ets:2200 为 onNodeRenderState，/home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.static.d.ets:2203 使用“删除节点渲染状态监听回调”。ace_engine 中 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/napi/kits/observer/js_ui_observer.cpp:1511-1515 在节点渲染状态回调注册超限时抛出 /home/y/openharmony/foundation/arkui/ace_engine/frameworks/base/error/error_code.h:182 定义的 161001 错误码。,已修改 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md:21，将“监视渲染状态”改为“监听渲染状态”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md,25,Terminology Consistency,"❌**疑似检测出术语一致性问题**

错误原因：此处使用""监视""与标题中的""监听""不一致，英文均为""monitoring""。同一文档中对同一概念应使用一致的中文术语。
建议修改为：
```suggestion 
监听渲染状态的节点数超过限制。
```",f7c109c7311443aa8af7631fea8519b2,5295d0fd-e011-46c5-b2a0-e349035f4eec,刘凯,,是,问题存在。修改前 docs /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md:25 使用“监视渲染状态”，与同文档 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md:1 的“注册节点渲染状态监听错误码”术语不一致。interface 中 /home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.static.d.ets:1412、:1424 使用 registering a listener 描述注册渲染状态监听，/home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.static.d.ets:2200 为 onNodeRenderState，/home/y/openharmony/interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.static.d.ets:2203 使用“删除节点渲染状态监听回调”。ace_engine 中 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/napi/kits/observer/js_ui_observer.cpp:1511-1515 在节点渲染状态回调注册超限时抛出 /home/y/openharmony/foundation/arkui/ace_engine/frameworks/base/error/error_code.h:182 定义的 161001 错误码。,已修改 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md:25，将“监视渲染状态”改为“监听渲染状态”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md,29,Terminology Consistency,"❌**疑似检测出术语一致性问题**

错误原因：此处使用""监视""与标题中的""监听""不一致，英文均为""monitoring""。同一文档中对同一概念应使用一致的中文术语。
建议修改为：
```suggestion 
请确保注册的监听渲染状态的节点数小于64。
```",f7c109c7311443aa8af7631fea8519b2,57663402-f150-4115-b110-d31a1e4f76e0,刘凯,,是,该问题存在。docs文档/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md:13 标题为“监听渲染状态的节点数超过限制”，:21、:25 也使用“监听渲染状态”，但原:29 写为“监视渲染状态”。interface声明/home/y/openharmony/interface/sdk-js/api/@ohos.arkui.UIContext.static.d.ets:1921 说明该接口注册节点渲染状态变化回调，:1946 声明错误码161001为“The count of nodes monitoring render state is over the limitation.”；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/napi/kits/observer/js_ui_observer.cpp:109 定义同一错误消息，:1513-1515 在超过限制时抛出161001；/home/y/openharmony/foundation/arkui/ace_engine/frameworks/core/components_ng/base/node_render_status_monitor.cpp:26 定义上限64，:29-31 判断注册节点数达到上限。因此该处应与文档内“监听”术语保持一致。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md:29 的“请确保注册的监视渲染状态的节点数小于64。”修改为“请确保注册的监听渲染状态的节点数小于64。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,49,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：标题使用""父组件""，但英文错误信息为""RenderNode parent is existed.""，其中""parent""对应的是""父节点""而非""父组件""。且下方错误描述（第57行）也使用的是""父节点""（""当前操作的渲染节点已有父节点""），标题与英文及描述均不一致。
建议修改为：
```suggestion
## 106403 当前渲染节点存在父节点
```",f7c109c7311443aa8af7631fea8519b2,d7cd4377-3531-456a-9b1c-61685553b294,刘凯,,是,该问题存在。排查时docs文档/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md:49 标题为“当前渲染节点存在父组件”，但同一错误码的错误信息:53 是“RenderNode parent is existed.”，错误描述:57 是“当前操作的渲染节点已有父节点”。interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:1771-1774 定义ARKUI_ERROR_CODE_RENDER_PARENT_EXISTED=106403，错误信息为“RenderNode parent is existed.”；/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_render.h:310、:2144 对该返回码说明“The child already has a parent node”。ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/frameworks/core/interfaces/native/node/node_render_node_modifier.cpp:330-332 通过childNodePtr->GetParent()或HasMixedParent(childNodePtr)判断，并返回“Render child already has a parent”。因此标题中的“父组件”应改为“父节点”。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md:49 标题修改为“## 106403 当前渲染节点存在父节点”；同时将同一错误码汇总表/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-type-h.md:2533 的中文描述同步修改为“当前渲染节点存在父节点”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,31,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：英文错误信息为""cross-language **common** attribute setting""，其中""common attribute""对应鸿蒙标准术语""通用属性""，但中文标题中""跨语言的属性设置权限""缺失""通用""，与英文不一致。
建议修改为：
```suggestion 
## 100022 FrameNode节点的组件类型不支持调整跨语言的通用属性设置权限
```",f7c109c7311443aa8af7631fea8519b2,4d1b06f9-17e1-4b25-8392-ebe44246fff3,刘凯,,是,该问题存在。排查时docs文档/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md:31 标题缺少“通用”，但同一错误码错误信息:35 为“The FrameNode cannot be set whether to support cross-language common attribute setting.”。interface声明/home/y/openharmony/interface/sdk-js/api/arkui/FrameNode.static.d.ets:1039-1043 的setCrossLanguageOptions抛错说明包含“cross-language common attribute setting”，中文interface /home/y/openharmony/interface/sdk-js/zh-cn/api/arkui/FrameNode.static.d.ets:1098-1100 也保留同一英文错误信息。ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/frameworks/bridge/declarative_frontend/ark_node/src/frame_node.ts:813-825 抛出code 100022时使用同一英文错误消息；/home/y/openharmony/foundation/arkui/ace_engine/frameworks/base/error/error_code.h:151-153 定义该错误码。因此标题应体现common attribute对应的“通用属性”。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md:31 标题修改为“## 100022 FrameNode节点的组件类型不支持调整跨语言的通用属性设置权限”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,39,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：英文错误信息为""cross-language **common** attribute setting""，其中""common attribute""对应鸿蒙标准术语""通用属性""，但中文描述中""跨语言属性设置""和""跨语言的属性设置权限""均缺失""通用""，与英文不一致。
建议修改为：
```suggestion 
当前FrameNode节点不支持跨语言通用属性设置，无法调整其跨语言的通用属性设置权限。
```",f7c109c7311443aa8af7631fea8519b2,6909a56b-7d81-4092-a99f-62943a2bac42,刘凯,,是,该问题存在。排查时docs文档/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md:39 错误描述写为“跨语言属性设置/属性设置权限”，但同一错误码错误信息:35 为“The FrameNode cannot be set whether to support cross-language common attribute setting.”。interface声明/home/y/openharmony/interface/sdk-js/api/arkui/FrameNode.static.d.ets:122-131 定义CrossLanguageOptions.attributeSetting，:1039-1043 的setCrossLanguageOptions抛错说明包含“cross-language common attribute setting”；中文interface /home/y/openharmony/interface/sdk-js/zh-cn/api/arkui/FrameNode.static.d.ets:122-133 说明attributeSetting控制跨语言属性设置。ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/frameworks/bridge/declarative_frontend/ark_node/src/frame_node.ts:813-825 对100022抛出同一英文错误消息，/home/y/openharmony/foundation/arkui/ace_engine/frameworks/core/interfaces/arkoala/arkoala_api.h:1208-1210、:9017-9019 也以attributeSetting承载该选项。因此错误描述应与错误信息中的common attribute保持一致，补充“通用属性”。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md:39 修改为“当前FrameNode节点不支持跨语言通用属性设置，无法调整其跨语言的通用属性设置权限。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,43,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：英文错误信息为""cross-language **common** attribute setting""，其中""common attribute""对应鸿蒙标准术语""通用属性""，但中文""跨语言属性设置权限""缺失""通用""，与英文不一致。
建议修改为：
```suggestion 
开发者尝试调整目标FrameNode节点的跨语言通用属性设置权限。
```",f7c109c7311443aa8af7631fea8519b2,0881580a-afc9-4e33-bb4d-bb7656b13bfd,刘凯,,是,该问题存在。排查时docs文档/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md:43 可能原因写为“跨语言属性设置权限”，缺少common attribute对应的“通用属性”；同一错误码错误信息:35 为“The FrameNode cannot be set whether to support cross-language common attribute setting.”。interface声明/home/y/openharmony/interface/sdk-js/api/arkui/FrameNode.static.d.ets:122-131 定义CrossLanguageOptions.attributeSetting，:1039-1048 的setCrossLanguageOptions抛错说明包含“cross-language common attribute setting”；中文interface /home/y/openharmony/interface/sdk-js/zh-cn/api/arkui/FrameNode.static.d.ets:122-133 说明attributeSetting控制跨语言属性设置。ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/frameworks/bridge/declarative_frontend/ark_node/src/frame_node.ts:813-825 和/home/y/openharmony/foundation/arkui/ace_engine/frameworks/bridge/arkts_frontend/koala_projects/arkoala-arkts/arkui-ohos/src/FrameNode.ets:757-767 对100022均抛出“cross-language common attribute setting”错误消息。因此可能原因应补“通用属性”。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md:43 修改为“开发者尝试调整目标FrameNode节点的跨语言通用属性设置权限。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,77,Terminology Consistency,"❌**疑似检测出术语一致性问题**

错误原因：英文错误信息为""common **ancestor** node""，且同一错误码标题（第69行）也使用""公共祖先节点""，但此处误写为""共同**父**节点""。""ancestor""（祖先）与""parent""（父）含义不同，祖先节点不限于直接父节点。
建议修改为：
```suggestion 
当前节点和目标节点没有共同祖先节点。
```",f7c109c7311443aa8af7631fea8519b2,acbacb23-c053-47c1-b1d7-21b040330a7c,刘凯,,是,问题存在。docs原文将 common ancestor node 译为“共同父节点”，但同一文档标题为“节点没有公共祖先节点”，错误信息为 common ancestor node：/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md:69、/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md:73；interface 的 convertPointToNode 声明也写明 100024 为 common ancestor node：/home/y/openharmony/interface/sdk-js/api/arkui/FrameNode.static.d.ets:1184、/home/y/openharmony/interface/sdk-js/api/arkui/FrameNode.d.ts:1571；ace_engine 实现抛错文案为 common ancestor node，错误码常量名为 HAS_NOT_COMMON_ANCESTOR_NODE：/home/y/openharmony/foundation/arkui/ace_engine/frameworks/bridge/arkts_frontend/koala_projects/arkoala-arkts/arkui-ohos/src/FrameNode.ets:966、/home/y/openharmony/foundation/arkui/ace_engine/frameworks/base/error/error_code.h:155。ancestor 表示祖先节点，不限于直接父节点，因此原中文“父节点”不准确。,已修改 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md:77，将“共同父节点”改为“公共祖先节点”；已修改 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md:81，将可能原因中的“共同父节点”改为“公共祖先节点”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,81,Terminology Consistency,"❌**疑似检测出术语一致性问题**

错误原因：英文错误信息为""common **ancestor** node""，且同一错误码标题（第69行）也使用""公共祖先节点""，但此处误写为""共同**父**节点""。""ancestor""（祖先）与""parent""（父）含义不同，祖先节点不限于直接父节点。
建议修改为：
```suggestion 
找不到当前节点和目标节点的共同祖先节点。
```",f7c109c7311443aa8af7631fea8519b2,2e7d8c2e-f2aa-4425-a907-e9dd20e7b986,刘凯,,是,问题存在。该行原“找不到当前节点和目标节点的共同父节点”把 common ancestor node 表达成父节点，含义收窄；同一错误码标题和英文错误信息分别为“节点没有公共祖先节点”和 common ancestor node：/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md:69、/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md:73。interface 的 convertPointToNode 声明对 100024 的说明也是 common ancestor node：/home/y/openharmony/interface/sdk-js/api/arkui/FrameNode.static.d.ets:1184、/home/y/openharmony/interface/sdk-js/api/arkui/FrameNode.d.ts:1571。ace_engine 实现中 100024 抛错文案为 common ancestor node，错误码常量名为 HAS_NOT_COMMON_ANCESTOR_NODE：/home/y/openharmony/foundation/arkui/ace_engine/frameworks/bridge/arkts_frontend/koala_projects/arkoala-arkts/arkui-ohos/src/FrameNode.ets:966、/home/y/openharmony/foundation/arkui/ace_engine/frameworks/base/error/error_code.h:155。,已修改 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md:81，将“找不到当前节点和目标节点的共同父节点。”改为“找不到当前节点和目标节点的公共祖先节点。”；该行与上一条同属 100024 错误码，修改后与 /home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md:77 的错误描述保持一致。
