规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,严重程度,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
15.1.2.2,number类型：有边界值限制的参数，测试覆盖边界值范围内、边界值、边界值范围外的数值，检查最小长度、最大长度正确。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_GetSize,native_render.h,787,未确认,P2,该输出参数用于接收渲染节点高度值。文档中 SetSize 的 height 已说明取值大于等于0，表明高度值存在固定下界；此处 GetSize 的接收值未说明范围，边界信息不完整。,,"| int32_t* height | 用于接收高度值（以像素为单位）的指针，接收值取值范围：[0, +∞)。<br/>默认值：0，单位：px。 |",| int32_t* height | 用于接收高度值（以像素为单位）的指针。<br/>默认值：0，单位：px。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/15_1_2_2.md,质量,内容准确实时,参数描述正确,验证文档中描述的参数单位、取值范围正确,是,"native_render.h第699行声明GetSize的height为int32_t*，render_node.cpp第459-471行禁止SetSize传入负高度；因此接收值范围应写为[0, INT_MAX]，修复前文档第787行未说明该范围。","已修改capi-native-render-h.md第801行：补充高度接收值的取值范围[0, INT_MAX]，并保留默认值0和单位px。"
15.1.2.2,number类型：有边界值限制的参数，测试覆盖边界值范围内、边界值、边界值范围外的数值，检查最小长度、最大长度正确。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_GetSize,native_render.h,786,未确认,P2,该输出参数用于接收渲染节点宽度值。文档中 SetSize 的 width 已说明取值大于等于0，表明宽度值存在固定下界；此处 GetSize 的接收值未说明范围，边界信息不完整。,,"| int32_t* width | 用于接收宽度值（以像素为单位）的指针，接收值取值范围：[0, +∞)。<br/>默认值：0，单位：px。 |",| int32_t* width | 用于接收宽度值（以像素为单位）的指针。<br/>默认值：0，单位：px。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/15_1_2_2.md,质量,内容准确实时,参数描述正确,验证文档中描述的参数单位、取值范围正确,是,"native_render.h第699行声明GetSize的width为int32_t*，render_node.cpp第459-471行禁止SetSize传入负宽度；因此接收值范围应写为[0, INT_MAX]，修复前文档第786行未说明该范围。","已修改capi-native-render-h.md第800行：补充宽度接收值的取值范围[0, INT_MAX]，并保留默认值0和单位px。"
12.2.2.7,若使用该参数时有前提条件/前置操作，检查文档中关于设置该参数的前提条件、前置操作描述是否完整，前置参数设置后返回值或者回调对当前参数的影响，以及对当前操作的影响描述是否完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetRectShapeOptionEdgeValue,native_render.h,2371,未确认,P2,函数描述已说明“当设置左边界和上边界为负数时”会导致部分超出节点内容部分无法绘制，这属于 edgeValue 参数在特定 direction 下取负值对当前操作的影响；但 edgeValue 参数说明未体现该条件及影响，参数说明不够完整。,,| float edgeValue | 矩形形状的边缘值。当direction为左边界或上边界且edgeValue为负数时，因显示涉及到图层叠加效果，会导致部分超出节点内容部分无法绘制。 |,| float edgeValue | 矩形形状的边缘值。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_7.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,否,文档第2421、2423行已说明edgeValue与direction在左、上方向取负值时的效果；参数表第2435行只需保留edgeValue的用途和单位，无需重复函数级条件说明，因此不是问题。,已将capi-native-render-h.md第2431行精简为“float edgeValue；矩形形状的边缘值，单位：px”，参数组合条件保留在第2427行。
12.2.2.7,若使用该参数时有前提条件/前置操作，检查文档中关于设置该参数的前提条件、前置操作描述是否完整，前置参数设置后返回值或者回调对当前参数的影响，以及对当前操作的影响描述是否完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetBorderWidth,native_render.h,1360,未确认,P2,函数描述已明确“边框宽度需小于节点尺寸”，这是设置 borderWidth 参数时需要满足的限制条件；但参数表中的 borderWidth 说明仅描述其为指针和默认值，未在参数自身说明中体现该限制，参数说明不够完整。,,| [ArkUI_NodeBorderWidthOption](./capi-arkui-nativemodule-arkui-nodeborderwidthoption.md)* borderWidth | 边框宽度的指针，边框宽度需小于节点尺寸。<br/>结构体指针内默认值：0。单位：px。 |,| [ArkUI_NodeBorderWidthOption](./capi-arkui-nativemodule-arkui-nodeborderwidthoption.md)* borderWidth | 边框宽度的指针。<br/>结构体指针内默认值：0。单位：px。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_7.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,否,文档第1368行的功能首段与总览表第105行一致，第1370行已在第二段保留“边框宽度需小于节点尺寸”的限制；该限制已在接口描述中集中说明，按照同一文档的组织方式无需在第1378行borderWidth参数表重复，因此扫描所述参数说明不完整不是问题。,已恢复capi-native-render-h.md第1370行“边框宽度需小于节点尺寸。”；第1378行参数表仅保留参数用途、默认值0和单位px，不重复描述中的限制条件。
14.2.1.1,检查文档中关于业务原理、基本概念说明全文保持一致，无描述错误、无前后矛盾。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_GetRenderNodeAt,native_render.h,3415,未确认,P1,OH_ArkUI_RenderNodeUtils_GetRenderNodeAt() 的汇总表和函数签名均标明返回类型为ArkUI_ErrorCode（第206行、第3393行），但返回值表写为int32_t，返回类型描述前后不一致。,,| ArkUI_ErrorCode | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 函数参数异常。<br>         [ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败。|,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 函数参数异常。<br>         [ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败。|,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/14_2_1_1.md,质量,内容准确实时,功能描述正确,验证文档中业务原理描述与实际功能实现一致，概念全文统一,是,native_render.h第2177行声明OH_ArkUI_RenderNodeUtils_GetRenderNodeAt返回ArkUI_ErrorCode，而修复前文档第3415行返回表写成int32_t，类型前后不一致；native-template.md第121行只要求说明枚举含义，不要求在此重复数字映射。,已将文档第3529行返回类型由int32_t改为带链接的ArkUI_ErrorCode，保留各错误码含义，不重复枚举数字值。
14.2.1.1,检查文档中关于业务原理、基本概念说明全文保持一致，无描述错误、无前后矛盾。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_GetRenderNodeChildrenCount,native_render.h,3388,未确认,P1,OH_ArkUI_RenderNodeUtils_GetRenderNodeChildrenCount() 的汇总表和函数签名均标明返回类型为ArkUI_ErrorCode（第205行、第3368行），但返回值表写为int32_t，返回类型描述前后不一致。,,| ArkUI_ErrorCode | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 函数参数异常。<br>         [ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败。|,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 函数参数异常。<br>         [ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败。|,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/14_2_1_1.md,质量,内容准确实时,功能描述正确,验证文档中业务原理描述与实际功能实现一致，概念全文统一,是,native_render.h第2163行声明OH_ArkUI_RenderNodeUtils_GetRenderNodeChildrenCount返回ArkUI_ErrorCode，而修复前文档第3388行返回表写成int32_t，类型前后不一致；native-template.md第121行只要求说明枚举含义，不要求在此重复数字映射。,已将文档第3500行返回类型由int32_t改为带链接的ArkUI_ErrorCode，保留各错误码含义，不重复枚举数字值。
14.2.1.1,检查文档中关于业务原理、基本概念说明全文保持一致，无描述错误、无前后矛盾。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_InsertRenderNodeAt,native_render.h,3363,未确认,P1,OH_ArkUI_RenderNodeUtils_InsertRenderNodeAt() 的汇总表和函数签名均标明返回类型为ArkUI_ErrorCode（第204行、第3341行），但返回值表写为int32_t，返回类型描述前后不一致。,,| ArkUI_ErrorCode | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 函数参数异常。<br>         [ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败。<br>         [ARKUI_ERROR_CODE_NOT_CUSTOM_NODE](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 目标节点非自定义节点。<br>         [ARKUI_ERROR_CODE_CHILD_EXISTED](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 父节点已有子节点。<br>         [ARKUI_ERROR_CODE_RENDER_PARENT_EXISTED](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 目标渲染节点存在父节点。<br>         [ARKUI_ERROR_CODE_RENDER_HAS_INVALID_FRAME_NODE](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 当前渲染节点从FrameNode中获取且该FrameNode已被取消接纳为附属节点或销毁。 |,| int32_t | 错误码。<br>         [ARKUI_ERROR_CODE_NO_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 成功。<br>         [ARKUI_ERROR_CODE_PARAM_INVALID](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 函数参数异常。<br>         [ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败。<br>         [ARKUI_ERROR_CODE_NOT_CUSTOM_NODE](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 目标节点非自定义节点。<br>         [ARKUI_ERROR_CODE_CHILD_EXISTED](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 父节点已有子节点。<br>         [ARKUI_ERROR_CODE_RENDER_PARENT_EXISTED](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 目标渲染节点存在父节点。<br>         [ARKUI_ERROR_CODE_RENDER_HAS_INVALID_FRAME_NODE](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) 当前渲染节点从FrameNode中获取且该FrameNode已被取消接纳为附属节点或销毁。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/14_2_1_1.md,质量,内容准确实时,功能描述正确,验证文档中业务原理描述与实际功能实现一致，概念全文统一,是,native_render.h第2149行声明OH_ArkUI_RenderNodeUtils_InsertRenderNodeAt返回ArkUI_ErrorCode，而修复前文档第3363行返回表写成int32_t，类型前后不一致；native-template.md第121行只要求说明枚举含义，不要求在此重复数字映射。,已将文档第3473行返回类型由int32_t改为带链接的ArkUI_ErrorCode，保留各错误码含义，不重复枚举数字值。
14.2.1.1,检查文档中关于业务原理、基本概念说明全文保持一致，无描述错误、无前后矛盾。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_GetShadowAlpha,native_render.h,1206,未确认,P1,同一“阴影透明度”概念在设置接口参数说明中描述默认值为0（第1184行），但在获取接口参数说明中描述默认值为1，前后默认值不一致。该差异属于同一接口属性的默认值描述冲突，会导致读者对未设置阴影透明度时的初始值产生不同理解。,,| float* alpha | 用于接收阴影 Alpha 值的指针。<br/>默认值：0。 |,| float* alpha | 用于接收阴影 Alpha 值的指针。<br/>默认值：1。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/14_2_1_1.md,质量,内容准确实时,功能描述正确,验证文档中业务原理描述与实际功能实现一致，概念全文统一,是,"修复前文档第1206行把GetShadowAlpha默认值写为1；实际C API经rs_modifier_extractor.cpp第288-305行在未设置阴影相关属性时返回-1，有阴影属性后才返回[0,1]。","已在文档第1222行修改为“float* alpha；用于接收阴影Alpha值的指针。设置阴影相关属性后，接收值的取值范围为[0.0, 1.0]；未设置阴影相关属性时返回-1.0”。"
14.2.1.1,检查文档中关于业务原理、基本概念说明全文保持一致，无描述错误、无前后矛盾。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_GetShadowColor,native_render.h,1116,未确认,P1,同一“阴影颜色”概念在设置接口参数说明中描述默认值为0x00000000（第1094行），但在获取接口参数说明中描述默认值为0xFF000000，前后默认值不一致。该差异属于同一接口属性的默认值描述冲突，会导致读者对未设置阴影颜色时的初始颜色产生不同理解。,,| uint32_t* color | 用于存储获取到的ARGB颜色值的整数指针。<br/>默认值：0x00000000。<br>**颜色字节布局说明：**<br>- 位24-31：Alpha通道（0x00完全透明，0xFF完全不透明）。<br>- 位16-23：红色通道。<br>- 位8-15：绿色通道。<br>- 位0-7：蓝色通道。 |,| uint32_t* color | 用于存储获取到的ARGB颜色值的整数指针。<br/>默认值：0xFF000000。<br>**颜色字节布局说明：**<br>- 位24-31：Alpha通道（0x00完全透明，0xFF完全不透明）。<br>- 位16-23：红色通道。<br>- 位8-15：绿色通道。<br>- 位0-7：蓝色通道。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/14_2_1_1.md,质量,内容准确实时,功能描述正确,验证文档中业务原理描述与实际功能实现一致，概念全文统一,是,修复前文档第1116行把GetShadowColor默认值写为0xFF000000；rs_modifier_extractor.cpp第273-276行使用rs_shadow.h第35行的DEFAULT_SPOT_COLOR 0x00000000，原值错误。,已修改capi-native-render-h.md第1132行：将默认颜色更正为0x00000000，并补充ARGB格式的Alpha、红、绿、蓝通道位布局。
12.2.2.9,若相关参数间存在配合/制约关系，检查文档中对于满足配合/制约关系的效果、不满足产生的影响描述完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetRectShapeOptionEdgeValue,native_render.h,2371,未确认,P2,函数描述已明确说明“当设置左边界和上边界为负数时”会导致部分超出节点内容部分无法绘制，表明edgeValue与direction之间存在参数配合/制约关系及不满足特定条件时的显示影响。但参数表中edgeValue仅说明其为边缘值，未在参数说明中体现该组合条件及影响，参数层面的制约关系说明不完整。,,| float edgeValue | 矩形形状的边缘值。当direction为左边界或上边界且edgeValue为负数时，因显示涉及到图层叠加效果，会导致部分超出节点内容部分无法绘制。 |,| float edgeValue | 矩形形状的边缘值。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_9.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,否,文档第2421、2423行已说明edgeValue与direction的组合条件，以及遮罩和裁剪场景的显示规则；该内容属于函数级展开说明，无需在edgeValue参数单元格重复，因此不是问题。,已将capi-native-render-h.md第2431行精简为“float edgeValue；矩形形状的边缘值，单位：px”，完整制约关系保留在第2427行。
15.1.1.1,对比API参考中参数说明描述的参数含义、用途、使用场景与实际调用一致。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_AttachColorAnimatableProperty,native_render.h,1801,未确认,P2,该行位于 OH_ArkUI_RenderNodeUtils_AttachColorAnimatableProperty() 的参数表中，modifier 参数表示被附加可动画颜色属性的目标内容修改器；原描述把函数动作写成参数含义，与实际调用中 modifier 的用途不一致。,,| [ArkUI_RenderContentModifierHandle](./capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md) modifier | 目标内容修改器。 |,| [ArkUI_RenderContentModifierHandle](./capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md) modifier | 为目标内容修改器设置可动画的颜色属性。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/15_1_1_1.md,质量,内容准确实时,参数描述正确,验证文档中参数说明描述的参数含义、用途、使用场景正确,是,native_render.h第1410行的函数签名表明modifier是待附加属性的目标内容修改器；修复前文档第1801行却把整个函数动作写成modifier参数含义，参数语义不准确。,已在文档第1843行修改为“ArkUI_RenderContentModifierHandle modifier；待附加属性的目标内容修改器”。
15.1.1.1,对比API参考中参数说明描述的参数含义、用途、使用场景与实际调用一致。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_AttachVector2AnimatableProperty,native_render.h,1779,未确认,P2,该行位于 OH_ArkUI_RenderNodeUtils_AttachVector2AnimatableProperty() 的参数表中，modifier 参数表示被附加可动画二维向量属性的目标内容修改器；原描述强调“设置可动画的二维向量属性”的操作，未准确说明 modifier 参数本身。,,| [ArkUI_RenderContentModifierHandle](./capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md) modifier | 目标内容修改器。 |,| [ArkUI_RenderContentModifierHandle](./capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md) modifier | 为目标内容修改器设置可动画的二维向量属性。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/15_1_1_1.md,质量,内容准确实时,参数描述正确,验证文档中参数说明描述的参数含义、用途、使用场景正确,是,native_render.h第1395行的函数签名表明modifier是待附加属性的目标内容修改器；修复前文档第1779行却把整个函数动作写成modifier参数含义，参数语义不准确。,已在文档第1819行修改为“ArkUI_RenderContentModifierHandle modifier；待附加属性的目标内容修改器”。
15.1.1.1,对比API参考中参数说明描述的参数含义、用途、使用场景与实际调用一致。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_AttachFloatAnimatableProperty,native_render.h,1757,未确认,P2,该行位于 OH_ArkUI_RenderNodeUtils_AttachFloatAnimatableProperty() 的参数表中，modifier 参数表示被附加可动画浮点属性的目标内容修改器；原描述将参数说明写成函数执行的“设置”动作，未准确描述 modifier 参数含义。,,| [ArkUI_RenderContentModifierHandle](./capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md) modifier | 目标内容修改器。 |,| [ArkUI_RenderContentModifierHandle](./capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md) modifier | 为目标内容修改器设置可动画的浮点属性。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/15_1_1_1.md,质量,内容准确实时,参数描述正确,验证文档中参数说明描述的参数含义、用途、使用场景正确,是,native_render.h第1380行的函数签名表明modifier是待附加属性的目标内容修改器；修复前文档第1757行却把整个函数动作写成modifier参数含义，参数语义不准确。,已在文档第1795行修改为“ArkUI_RenderContentModifierHandle modifier；待附加属性的目标内容修改器”。
15.1.1.1,对比API参考中参数说明描述的参数含义、用途、使用场景与实际调用一致。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_AttachColorProperty,native_render.h,1735,未确认,P2,该行位于 OH_ArkUI_RenderNodeUtils_AttachColorProperty() 的参数表中，modifier 参数表示被附加颜色属性的目标内容修改器；原描述把“设置颜色属性”这一操作写成参数说明，与参数自身含义不一致。,,| [ArkUI_RenderContentModifierHandle](./capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md) modifier | 目标内容修改器。 |,| [ArkUI_RenderContentModifierHandle](./capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md) modifier | 为目标内容修改器设置颜色属性。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/15_1_1_1.md,质量,内容准确实时,参数描述正确,验证文档中参数说明描述的参数含义、用途、使用场景正确,是,native_render.h第1365行的函数签名表明modifier是待附加属性的目标内容修改器；修复前文档第1735行却把整个函数动作写成modifier参数含义，参数语义不准确。,已在文档第1771行修改为“ArkUI_RenderContentModifierHandle modifier；待附加属性的目标内容修改器”。
15.1.1.1,对比API参考中参数说明描述的参数含义、用途、使用场景与实际调用一致。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_AttachVector2Property,native_render.h,1713,未确认,P2,该行位于 OH_ArkUI_RenderNodeUtils_AttachVector2Property() 的参数表中，modifier 参数表示被附加二维向量属性的目标内容修改器；原描述将参数含义写成“设置二维向量属性”的函数动作，未准确说明参数自身含义。,,| [ArkUI_RenderContentModifierHandle](./capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md) modifier | 目标内容修改器。 |,| [ArkUI_RenderContentModifierHandle](./capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md) modifier | 为目标内容修改器设置二维向量属性。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/15_1_1_1.md,质量,内容准确实时,参数描述正确,验证文档中参数说明描述的参数含义、用途、使用场景正确,是,native_render.h第1351行的函数签名表明modifier是待附加属性的目标内容修改器；修复前文档第1713行却把整个函数动作写成modifier参数含义，参数语义不准确。,已在文档第1747行修改为“ArkUI_RenderContentModifierHandle modifier；待附加属性的目标内容修改器”。
15.1.2.5,有单位的参数，检查单位描述正确。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetRoundRectShapeOptionValue,native_render.h,3128,未确认,P2,该参数位于圆角矩形形状配置接口中，height 表示矩形高度，属于有单位的尺寸参数。原描述未说明单位，不符合有单位参数需正确描述单位的要求。,,| float height | 矩形高度，单位：px，表示从Y坐标起的垂直跨度，用于确定底部边界的位置，即矩形右下角的Y坐标 = y + height。 |,| float height | 矩形高度，表示从Y坐标起的垂直跨度，用于确定底部边界的位置，即矩形右下角的Y坐标 = y + height。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/15_1_2_5.md,质量,内容准确实时,参数描述正确,验证文档中描述的参数单位、取值范围正确,否,interface仓native_render.h第2099-2112行仅说明height的几何含义，未规定单位；ace_engine render_node.cpp第1895-1902行只按x、y、width、height计算并保存形状边界，直接赋值不能证明单位为px。因此扫描建议补充px缺少接口依据，不是问题。,已将capi-native-render-h.md第3226行恢复为“| float height | 矩形高度，表示从Y坐标起的垂直跨度，用于确定底部边界的位置，即矩形右下角的Y坐标 = y + height。 |”，不补充interface未规定的px单位。
15.1.2.5,有单位的参数，检查单位描述正确。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetRoundRectShapeOptionValue,native_render.h,3127,未确认,P2,该参数位于圆角矩形形状配置接口中，width 表示矩形宽度，属于有单位的尺寸参数。原描述未说明单位，不符合有单位参数需正确描述单位的要求。,,| float width | 矩形宽度，单位：px，表示从X坐标起的水平跨度，用于确定右侧边界的位置，即矩形右下角的X坐标 = x + width。 |,| float width | 矩形宽度，表示从X坐标起的水平跨度，用于确定右侧边界的位置，即矩形右下角的X坐标 = x + width。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/15_1_2_5.md,质量,内容准确实时,参数描述正确,验证文档中描述的参数单位、取值范围正确,否,interface仓native_render.h第2099-2112行仅说明width的几何含义，未规定单位；ace_engine render_node.cpp第1895-1902行只按x、y、width、height计算并保存形状边界，直接赋值不能证明单位为px。因此扫描建议补充px缺少接口依据，不是问题。,已将capi-native-render-h.md第3225行恢复为“| float width | 矩形宽度，表示从X坐标起的水平跨度，用于确定右侧边界的位置，即矩形右下角的X坐标 = x + width。 |”，不补充interface未规定的px单位。
15.1.2.5,有单位的参数，检查单位描述正确。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetRoundRectShapeOptionValue,native_render.h,3126,未确认,P2,该参数位于圆角矩形形状配置接口中，y 表示左上角 Y 坐标，属于有单位的位置参数。原描述未说明单位，不符合有单位参数需正确描述单位的要求。,,| float y | 矩形左上角的Y坐标，单位：px，用于确定上边界位置。 |,| float y | 矩形左上角的Y坐标，用于确定上边界位置。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/15_1_2_5.md,质量,内容准确实时,参数描述正确,验证文档中描述的参数单位、取值范围正确,否,interface仓native_render.h第2099-2112行仅说明y的几何含义，未规定单位；ace_engine render_node.cpp第1895-1902行只按x、y、width、height计算并保存形状边界，直接赋值不能证明单位为px。因此扫描建议补充px缺少接口依据，不是问题。,已将capi-native-render-h.md第3224行恢复为“| float y | 矩形左上角的Y坐标，用于确定上边界位置。 |”，不补充interface未规定的px单位。
